28.944430831771406	-83.69448716847532	B
47.266877638789126	-34.65813991389516	B
-21.548284123644432	27.601907276822768	C
68.65274180917116	40.6105308521071	A
-86.53509034110058	88.47547190614114	C
25.13264906875083	-81.23228811913334	B
-55.797295119588284	-28.466991391575363	D
-71.73584697514073	-26.799849236358575	D
17.891790975773567	84.89489337096342	A
-18.745492448952508	40.47942238526105	C
-55.228969781548614	68.34355994647687	C
-70.3555375107747	-72.34608487837362	D
86.2874884655478	-69.25110699541975	B
35.01519549746288	-43.77083242473351	B
-82.36480132250244	-89.13714441206979	D
67.65832921624443	42.78032434471261	A
-85.00935240658248	-25.096256307088673	D
83.60212447207253	68.71874366443961	A
-81.49786245008292	-21.82140366619481	D
83.33999107261272	26.81281824498745	A
-14.706762613541557	-65.6795766134129	D
-75.93931748333684	49.64125906245055	C
32.44375736828133	-65.45494342733824	B
54.132593938193196	-34.7648375648345	B
78.11469233758389	-39.33949396787682	B
-21.952281065602072	-32.256644787583596	D
59.68681594945367	19.389871022583385	A
81.98398098851874	-23.966394681178336	B
-59.014365405497415	-88.10303230370171	D
74.59773766118465	-59.27958077357502	B
-63.63138773034271	81.23195329940515	C
-55.388593975428066	30.188284825324168	C
57.65365920886559	-88.25764119230757	B
86.2142793922327	-61.24268766659896	B
-49.429000348764845	68.32306235321698	C
75.24771255912337	-24.78360346434379	B
-49.37629991049137	59.70686764712531	C
33.599009884187495	-12.47289969548163	B
-46.05478838388465	-31.17452172307611	D
36.181445565080736	79.57961845403787	A
-73.05454950571777	14.598757601413432	C
34.33098565963139	38.460296161241985	A
49.24002505343391	-86.66166607273738	B
-88.59659041905286	55.768291554561586	C
77.56037656600121	14.279695563581889	A
10.808630627594027	-85.90288972809984	B
-25.954278726226256	32.58506326601051	C
23.672180013953053	-40.12513731736477	B
-79.4792302671768	-45.51253944953976	D
52.766899019186255	-63.664791990918715	B
41.06638569072588	63.07449438434608	A
-18.68895025450169	25.46908596021387	C
38.393405684863346	29.538533827544473	A
89.68213967456052	25.38546947770846	A
-24.766973628235487	13.548058250886527	C
80.04892801225857	89.58746960508154	A
-19.839754385434443	-62.276927870970226	D
88.37715078938047	17.248269963527072	A
87.96999438263632	-34.974345144569696	B
65.21768260828927	68.64949947990446	A
57.928714650082796	-45.79523533315027	B
-88.86106639950872	67.52275236604662	C
68.92724756004004	57.262626927303835	A
19.618428672412833	42.1131078038772	A
88.76406290662075	-85.76192627151269	B
69.66163829129918	-50.63837721735275	B
35.490923351449766	-45.56960815896235	B
-57.63074668191666	21.681899865243235	C
51.9562803080282	89.51535300088229	A
70.12720642422609	-46.61606128024662	B
40.384731958488594	42.83317533175988	A
-55.953094999988636	63.87664233425201	C
72.03409265730627	80.45635832136166	A
-75.26378668646261	-62.64157949826206	D
-82.32533060264575	-86.52658984999212	D
23.434907668467197	43.78351588204417	A
37.83852143320285	67.25263009175659	A
65.0013914000979	33.46975833369215	A
-32.51044007543626	22.27824387439224	C
11.190632777870618	-12.208394693341802	B
-52.03147891750409	-17.52073019476383	D
32.11637320809379	80.98043307174899	A
-60.230095804292965	80.79969457390975	C
-34.25618397732475	-56.867826616958936	D
-87.0888266951003	-71.91341425030353	D
-80.28789783727873	32.10054044244196	C
-82.6424424933618	-29.799069871198746	D
-13.2609892600492	-37.96783279964849	D
-75.83102465399075	39.584134509560265	C
44.31345759748347	38.87813497664828	A
38.7387258096765	51.341181887567785	A
31.334491673761704	-21.705493816329096	B
80.69666662847631	-19.770360113663248	B
-21.191429755720534	68.92256373006516	C
60.75278537680597	-16.228207093054493	B
18.67011236562754	-45.88239049589295	B
22.96015755892285	48.03529619026406	A
24.243331023536125	17.7733161885579	A
-38.42058321732196	46.45590489594185	C
67.81659708360932	-85.03331117140561	B
-35.06999575526155	18.40394407989468	C
15.253596249656951	-14.273105595023807	B
-55.68344032454746	-46.975734366706746	D
34.51877353453938	-69.69070191197663	B
14.32196971245618	-74.79234846805623	B
34.44758193624889	66.9341671809	A
-58.53830489846453	-25.620327695670248	D
12.045269591236504	-21.97235226243712	B
11.397142183943771	83.12115414361315	A
-28.949024053601473	-41.4192501091621	D
-19.391060201469728	-58.537438267117345	D
-58.54286084798073	-29.679839713353058	D
-63.36586032277811	54.022690329943046	C
79.12721120060364	77.96288389512881	A
-88.32553302893496	-59.009788901820585	D
-23.392063807965897	-81.0952021816988	D
-82.41413149208583	-79.72527921485519	D
-49.31453852981403	-84.72866968302027	D
-24.037256671769754	76.98209170282391	C
49.187743250915915	17.33664602388437	A
65.2333607858158	87.69702425907616	A
-41.01117974586174	89.89576226268008	C
-22.61391204340729	-89.11616002214754	D
-40.876371287185805	-41.74775088591349	D
70.1491829204894	-18.955323696841255	B
67.37518194793363	78.06217681693629	A
-23.84995302015435	73.10236862143137	C
-84.3509316704216	-56.64678708518573	D
68.78291102409923	14.803420322247149	A
38.90330904806167	-20.384200432515378	B
-74.78289551977835	-61.235382776073656	D
-25.645202405468304	43.94154726299328	C
10.181175358182301	-17.885086851155705	B
22.13660162058739	11.762015507901268	A
-70.13881034191922	-39.487581811759725	D
